
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,9843.00000, 0.00000, 6.62394, 0.00000,393.72000, 6.62394, 0.00000, 0.00000, 0.00000, 0.00000, 0.11535,-0.01161, 0.99328, 0.36544,136.91363,1463.49528,2279.08520,-2.97973, 0.00875, 0.06803,
 0.10000,39.37200,-0.00186,9842.99999, 0.00015, 6.62394,-0.00004,393.72000, 6.62396,-0.00534, 0.00444,-0.00002,-0.00104, 0.11535,-0.01142, 0.99327, 0.36544,136.91364,1463.49528,2279.08520,-2.97973, 0.00875, 0.06803,
 0.20000,78.74400,-0.00739,9842.99997, 0.00110, 6.62393,-0.00027,393.72002, 6.62398,-0.01029, 0.01623,-0.00007,-0.00388, 0.11535,-0.01123, 0.99326, 0.36544,136.91365,1463.49528,2279.08520,-2.97973, 0.00875, 0.06803,
 0.30000,118.11600,-0.01652,9842.99992, 0.00347, 6.62392,-0.00087,393.72004, 6.62400,-0.01462, 0.03311,-0.00015,-0.00835, 0.11535,-0.01108, 0.99326, 0.36544,136.91366,1463.49529,2279.08520,-2.97973, 0.00875, 0.06803,
 0.40000,157.48801,-0.02921,9842.99986, 0.00762, 6.62390,-0.00199,393.72006, 6.62402,-0.01813, 0.05289,-0.00024,-0.01414, 0.11535,-0.01095, 0.99325, 0.36544,136.91368,1463.49529,2279.08520,-2.97973, 0.00875, 0.06803,
 0.50000,196.86001,-0.04537,9842.99977, 0.01374, 6.62387,-0.00375,393.72010, 6.62403,-0.02069, 0.07354,-0.00035,-0.02094, 0.11535,-0.01086, 0.99324, 0.36544,136.91370,1463.49530,2279.08520,-2.97973, 0.00875, 0.06803,
 0.60000,236.23202,-0.06495,9842.99965, 0.02181, 6.62383,-0.00623,393.72013, 6.62403,-0.02221, 0.09324,-0.00047,-0.02836, 0.11535,-0.01081, 0.99324, 0.36544,136.91373,1463.49530,2279.08520,-2.97973, 0.00875, 0.06803,
 0.70000,275.60403,-0.08789,9842.99951, 0.03164, 6.62378,-0.00947,393.72018, 6.62402,-0.02268, 0.11045,-0.00058,-0.03600, 0.11535,-0.01080, 0.99324, 0.36544,136.91376,1463.49531,2279.08520,-2.97973, 0.00875, 0.06803,
 0.80000,314.97604,-0.11413,9842.99934, 0.04294, 6.62372,-0.01348,393.72022, 6.62400,-0.02213, 0.12397,-0.00069,-0.04350, 0.11535,-0.01083, 0.99323, 0.36544,136.91379,1463.49532,2279.08520,-2.97973, 0.00875, 0.06803,
 0.90000,354.34805,-0.14362,9842.99915, 0.05528, 6.62365,-0.01821,393.72027, 6.62398,-0.02066, 0.13291,-0.00078,-0.05048, 0.11535,-0.01089, 0.99323, 0.36544,136.91383,1463.49533,2279.08520,-2.97973, 0.00875, 0.06803,
 1.00000,393.72007,-0.17630,9842.99893, 0.06818, 6.62358,-0.02361,393.72032, 6.62394,-0.01839, 0.13678,-0.00085,-0.05664, 0.11535,-0.01098, 0.99323, 0.36544,136.91386,1463.49534,2279.08520,-2.97973, 0.00875, 0.06803,
 1.10000,433.09208,-0.21213,9842.99868, 0.08115, 6.62350,-0.02958,393.72037, 6.62390,-0.01548, 0.13540,-0.00089,-0.06173, 0.11535,-0.01109, 0.99323, 0.36544,136.91390,1463.49536,2279.08520,-2.97973, 0.00875, 0.06803,
 1.20000,472.46410,-0.25108,9842.99840, 0.09366, 6.62342,-0.03600,393.72042, 6.62386,-0.01213, 0.12894,-0.00090,-0.06556, 0.11535,-0.01122, 0.99323, 0.36544,136.91393,1463.49537,2279.08520,-2.97973, 0.00875, 0.06803,
 1.30000,511.83613,-0.29312,9842.99811, 0.10526, 6.62334,-0.04274,393.72047, 6.62382,-0.00854, 0.11786,-0.00089,-0.06803, 0.11535,-0.01136, 0.99323, 0.36544,136.91397,1463.49539,2279.08520,-2.97973, 0.00875, 0.06803,
 1.40000,551.20815,-0.33823,9842.99779, 0.11553, 6.62326,-0.04965,393.72052, 6.62377,-0.00490, 0.10285,-0.00085,-0.06909, 0.11534,-0.01150, 0.99324, 0.36544,136.91400,1463.49541,2279.08520,-2.97973, 0.00875, 0.06803,
 1.50000,590.58017,-0.38640,9842.99744, 0.12413, 6.62320,-0.05660,393.72056, 6.62373,-0.00139, 0.08480,-0.00078,-0.06879, 0.11534,-0.01163, 0.99324, 0.36544,136.91404,1463.49543,2279.08520,-2.97973, 0.00875, 0.06803,
 1.60000,629.95220,-0.43761,9842.99708, 0.13083, 6.62314,-0.06346,393.72061, 6.62370, 0.00180, 0.06471,-0.00069,-0.06723, 0.11534,-0.01175, 0.99323, 0.36544,136.91407,1463.49545,2279.08520,-2.97973, 0.00875, 0.06803,
 1.70000,669.32423,-0.49188,9842.99669, 0.13549, 6.62309,-0.07010,393.72066, 6.62368, 0.00454, 0.04365,-0.00060,-0.06457, 0.11534,-0.01185, 0.99322, 0.36544,136.91411,1463.49547,2279.08520,-2.97973, 0.00875, 0.06803,
 1.80000,708.69625,-0.54920,9842.99628, 0.13807, 6.62305,-0.07643,393.72071, 6.62367, 0.00670, 0.02269,-0.00052,-0.06102, 0.11534,-0.01193, 0.99322, 0.36544,136.91414,1463.49549,2279.08520,-2.97973, 0.00875, 0.06803,
 1.90000,748.06828,-0.60960,9842.99585, 0.13865, 6.62302,-0.08236,393.72076, 6.62367, 0.00823, 0.00283,-0.00044,-0.05681, 0.11534,-0.01199, 0.99321, 0.36544,136.91418,1463.49552,2279.08520,-2.97973, 0.00875, 0.06803,
 2.00000,787.44031,-0.67308,9842.99539, 0.13738, 6.62299,-0.08785,393.72081, 6.62368, 0.00908,-0.01502,-0.00037,-0.05221, 0.11534,-0.01202, 0.99321, 0.36544,136.91422,1463.49554,2279.08520,-2.97973, 0.00875, 0.06803,
 2.10000,826.81233,-0.73965,9842.99490, 0.13452, 6.62297,-0.09287,393.72087, 6.62370, 0.00924,-0.03012,-0.00031,-0.04748, 0.11534,-0.01202, 0.99322, 0.36544,136.91426,1463.49557,2279.08520,-2.97973, 0.00875, 0.06803,
 2.20000,866.18436,-0.80935,9842.99438, 0.13037, 6.62295,-0.09742,393.72092, 6.62372, 0.00876,-0.04190,-0.00025,-0.04287, 0.11534,-0.01200, 0.99322, 0.36544,136.91430,1463.49560,2279.08520,-2.97973, 0.00875, 0.06803,
 2.30000,905.55639,-0.88217,9842.99384, 0.12527, 6.62293,-0.10152,393.72098, 6.62374, 0.00770,-0.05000,-0.00021,-0.03861, 0.11534,-0.01195, 0.99323, 0.36544,136.91434,1463.49563,2279.08520,-2.97973, 0.00875, 0.06803,
 2.40000,944.92842,-0.95815,9842.99327, 0.11960, 6.62292,-0.10521,393.72103, 6.62376, 0.00615,-0.05426,-0.00017,-0.03491, 0.11534,-0.01189, 0.99324, 0.36544,136.91438,1463.49566,2279.08520,-2.97973, 0.00875, 0.06803,
 2.50000,984.30044,-1.03728,9842.99269, 0.11373, 6.62292,-0.10857,393.72109, 6.62379, 0.00423,-0.05473,-0.00013,-0.03191, 0.11534,-0.01182, 0.99325, 0.36544,136.91442,1463.49570,2279.08520,-2.97973, 0.00875, 0.06803,
 2.60000,1023.67247,-1.11958,9842.99208, 0.10803, 6.62291,-0.11166,393.72114, 6.62381, 0.00205,-0.05164,-0.00010,-0.02972, 0.11534,-0.01173, 0.99326, 0.36544,136.91446,1463.49573,2279.08520,-2.97973, 0.00875, 0.06803,
 2.70000,1063.04449,-1.20506,9842.99147, 0.10281, 6.62291,-0.11458,393.72120, 6.62383,-0.00025,-0.04539,-0.00007,-0.02841, 0.11535,-0.01165, 0.99327, 0.36544,136.91450,1463.49577,2279.08520,-2.97973, 0.00875, 0.06803,
 2.80000,1102.41652,-1.29371,9842.99084, 0.09837, 6.62291,-0.11741,393.72126, 6.62385,-0.00255,-0.03652,-0.00006,-0.02798, 0.11535,-0.01156, 0.99327, 0.36544,136.91455,1463.49580,2279.08520,-2.97973, 0.00875, 0.06803,
 2.90000,1141.78854,-1.38552,9842.99019, 0.09492, 6.62291,-0.12024,393.72132, 6.62387,-0.00473,-0.02567,-0.00006,-0.02839, 0.11535,-0.01148, 0.99327, 0.36544,136.91459,1463.49584,2279.08520,-2.97973, 0.00875, 0.06803,
 3.00000,1181.16056,-1.48050,9842.98954, 0.09262, 6.62290,-0.12315,393.72138, 6.62389,-0.00668,-0.01352,-0.00008,-0.02957, 0.11535,-0.01141, 0.99326, 0.36544,136.91464,1463.49588,2279.08520,-2.97973, 0.00875, 0.06803,
 3.10000,1220.53258,-1.57864,9842.98887, 0.09155, 6.62290,-0.12622,393.72145, 6.62391,-0.00832,-0.00079,-0.00011,-0.03141, 0.11535,-0.01135, 0.99326, 0.36544,136.91469,1463.49592,2279.08520,-2.97973, 0.00875, 0.06803,
 3.20000,1259.90460,-1.67991,9842.98818, 0.09173, 6.62289,-0.12950,393.72152, 6.62392,-0.00958, 0.01181,-0.00015,-0.03376, 0.11535,-0.01130, 0.99326, 0.36544,136.91474,1463.49595,2279.08520,-2.97973, 0.00875, 0.06803,
 3.30000,1299.27661,-1.78431,9842.98749, 0.09310, 6.62288,-0.13303,393.72159, 6.62393,-0.01042, 0.02364,-0.00020,-0.03648, 0.11535,-0.01127, 0.99326, 0.36544,136.91479,1463.49599,2279.08520,-2.97973, 0.00875, 0.06803,
 3.40000,1338.64863,-1.89181,9842.98677, 0.09556, 6.62286,-0.13685,393.72166, 6.62394,-0.01083, 0.03413,-0.00024,-0.03940, 0.11535,-0.01126, 0.99326, 0.36544,136.91485,1463.49603,2279.08520,-2.97973, 0.00875, 0.06803,
 3.50000,1378.02064,-2.00241,9842.98605, 0.09895, 6.62284,-0.14096,393.72174, 6.62394,-0.01080, 0.04282,-0.00029,-0.04235, 0.11535,-0.01126, 0.99326, 0.36544,136.91490,1463.49608,2279.08520,-2.97973, 0.00875, 0.06803,
 3.60000,1417.39266,-2.11607,9842.98530, 0.10307, 6.62282,-0.14537,393.72181, 6.62394,-0.01038, 0.04938,-0.00033,-0.04517, 0.11535,-0.01128, 0.99326, 0.36544,136.91496,1463.49612,2279.08520,-2.97973, 0.00875, 0.06803,
 3.70000,1456.76467,-2.23279,9842.98455, 0.10770, 6.62279,-0.15005,393.72189, 6.62393,-0.00959, 0.05359,-0.00037,-0.04773, 0.11535,-0.01131, 0.99326, 0.36544,136.91501,1463.49616,2279.08520,-2.97973, 0.00875, 0.06803,
 3.80000,1496.13668,-2.35254,9842.98378, 0.11260, 6.62276,-0.15497,393.72196, 6.62392,-0.00852, 0.05538,-0.00040,-0.04991, 0.11535,-0.01135, 0.99326, 0.36544,136.91507,1463.49620,2279.08520,-2.97973, 0.00875, 0.06803,
 3.90000,1535.50869,-2.47532,9842.98300, 0.11754, 6.62273,-0.16008,393.72204, 6.62391,-0.00723, 0.05481,-0.00041,-0.05161, 0.11535,-0.01140, 0.99327, 0.36544,136.91512,1463.49625,2279.08520,-2.97973, 0.00875, 0.06803,
 4.00000,1574.88070,-2.60112,9842.98220, 0.12229, 6.62270,-0.16534,393.72211, 6.62390,-0.00580, 0.05206,-0.00042,-0.05278, 0.11535,-0.01146, 0.99327, 0.36544,136.91518,1463.49629,2279.08520,-2.97973, 0.00875, 0.06803,
 4.10000,1614.25270,-2.72991,9842.98139, 0.12666, 6.62267,-0.17069,393.72219, 6.62388,-0.00431, 0.04740,-0.00041,-0.05339, 0.11535,-0.01151, 0.99327, 0.36544,136.91524,1463.49634,2279.08520,-2.97973, 0.00875, 0.06803,
 4.20000,1653.62470,-2.86171,9842.98058, 0.13048, 6.62265,-0.17607,393.72226, 6.62387,-0.00285, 0.04119,-0.00039,-0.05344, 0.11535,-0.01157, 0.99327, 0.36544,136.91529,1463.49639,2279.08520,-2.97973, 0.00875, 0.06803,
 4.30000,1692.99670,-2.99649,9842.97975, 0.13362, 6.62262,-0.18143,393.72234, 6.62385,-0.00148, 0.03384,-0.00036,-0.05296, 0.11535,-0.01162, 0.99327, 0.36544,136.91534,1463.49643,2279.08520,-2.97973, 0.00875, 0.06803,
 4.40000,1732.36870,-3.13427,9842.97891, 0.13600, 6.62260,-0.18672,393.72241, 6.62384,-0.00027, 0.02581,-0.00033,-0.05200, 0.11535,-0.01166, 0.99327, 0.36544,136.91540,1463.49648,2279.08520,-2.97973, 0.00875, 0.06803,
 4.50000,1771.74069,-3.27505,9842.97806, 0.13757, 6.62258,-0.19189,393.72248, 6.62383, 0.00072, 0.01755,-0.00029,-0.05065, 0.11535,-0.01170, 0.99327, 0.36544,136.91545,1463.49653,2279.08520,-2.97973, 0.00875, 0.06803,
 4.60000,1811.11268,-3.41882,9842.97721, 0.13834, 6.62256,-0.19691,393.72255, 6.62383, 0.00146, 0.00950,-0.00025,-0.04899, 0.11535,-0.01173, 0.99327, 0.36544,136.91551,1463.49658,2279.08520,-2.97973, 0.00875, 0.06803,
 4.70000,1850.48466,-3.56559,9842.97635, 0.13836, 6.62255,-0.20175,393.72262, 6.62383, 0.00193, 0.00205,-0.00021,-0.04712, 0.11534,-0.01174, 0.99327, 0.36544,136.91556,1463.49663,2279.08520,-2.97973, 0.00875, 0.06803,
 4.80000,1889.85664,-3.71537,9842.97547, 0.13769, 6.62254,-0.20639,393.72270, 6.62384, 0.00212,-0.00444,-0.00018,-0.04515, 0.11535,-0.01175, 0.99327, 0.36544,136.91561,1463.49668,2279.08520,-2.97973, 0.00875, 0.06803,
 4.90000,1929.22862,-3.86816,9842.97459, 0.13646, 6.62254,-0.21084,393.72277, 6.62384, 0.00204,-0.00970,-0.00015,-0.04319, 0.11535,-0.01174, 0.99327, 0.36544,136.91567,1463.49673,2279.08520,-2.97973, 0.00875, 0.06803,
 5.00000,1968.60059,-4.02396,9842.97370, 0.13480, 6.62253,-0.21509,393.72284, 6.62385, 0.00171,-0.01354,-0.00013,-0.04134, 0.11535,-0.01173, 0.99328, 0.36544,136.91572,1463.49678,2279.08520,-2.97973, 0.00875, 0.06803,
 5.10000,2007.97256,-4.18279,9842.97280, 0.13284, 6.62253,-0.21917,393.72292, 6.62386, 0.00116,-0.01586,-0.00011,-0.03968, 0.11535,-0.01171, 0.99328, 0.36544,136.91578,1463.49683,2279.08520,-2.97973, 0.00875, 0.06803,
 5.20000,2047.34452,-4.34464,9842.97189, 0.13076, 6.62253,-0.22309,393.72299, 6.62387, 0.00043,-0.01662,-0.00009,-0.03828, 0.11535,-0.01168, 0.99328, 0.36544,136.91583,1463.49688,2279.08520,-2.97973, 0.00875, 0.06803,
 5.30000,2086.71648,-4.50953,9842.97098, 0.12868, 6.62253,-0.22688,393.72306, 6.62388,-0.00042,-0.01590,-0.00007,-0.03720, 0.11535,-0.01165, 0.99329, 0.36544,136.91589,1463.49693,2279.08520,-2.97973, 0.00875, 0.06803,
 5.40000,2126.08843,-4.67744,9842.97006, 0.12676, 6.62253,-0.23059,393.72314, 6.62389,-0.00134,-0.01382,-0.00006,-0.03647, 0.11535,-0.01161, 0.99329, 0.36544,136.91594,1463.49698,2279.08520,-2.97973, 0.00875, 0.06803,
 5.50000,2165.46038,-4.84838,9842.96914, 0.12511, 6.62254,-0.23424,393.72321, 6.62390,-0.00229,-0.01057,-0.00006,-0.03610, 0.11535,-0.01158, 0.99329, 0.36544,136.91600,1463.49704,2279.08520,-2.97973, 0.00875, 0.06803,
 5.60000,2204.83232,-5.02234,9842.96821, 0.12383, 6.62254,-0.23787,393.72329, 6.62391,-0.00321,-0.00641,-0.00006,-0.03608, 0.11535,-0.01154, 0.99329, 0.36544,136.91606,1463.49709,2279.08520,-2.97973, 0.00875, 0.06803,
 5.70000,2244.20426,-5.19933,9842.96727, 0.12301, 6.62254,-0.24152,393.72337, 6.62392,-0.00405,-0.00159,-0.00008,-0.03640, 0.11535,-0.01151, 0.99329, 0.36544,136.91611,1463.49714,2279.08520,-2.97973, 0.00875, 0.06803,
 5.80000,2283.57619,-5.37934,9842.96634, 0.12268, 6.62254,-0.24521,393.72344, 6.62393,-0.00478, 0.00359,-0.00010,-0.03701, 0.11535,-0.01148, 0.99329, 0.36544,136.91617,1463.49720,2279.08520,-2.97973, 0.00875, 0.06803,
 5.90000,2322.94811,-5.56235,9842.96539, 0.12287, 6.62254,-0.24897,393.72352, 6.62394,-0.00537, 0.00883,-0.00012,-0.03785, 0.11535,-0.01146, 0.99329, 0.36544,136.91623,1463.49725,2279.08520,-2.97973, 0.00875, 0.06803,
 6.00000,2362.32002,-5.74837,9842.96444, 0.12356, 6.62253,-0.25284,393.72360, 6.62394,-0.00579, 0.01387,-0.00014,-0.03888, 0.11535,-0.01145, 0.99329, 0.36544,136.91629,1463.49730,2279.08520,-2.97973, 0.00875, 0.06803,
 6.10000,2401.69194,-5.93738,9842.96349, 0.12472, 6.62252,-0.25681,393.72368, 6.62395,-0.00603, 0.01846,-0.00017,-0.04001, 0.11535,-0.01144, 0.99329, 0.36544,136.91635,1463.49736,2279.08520,-2.97973, 0.00875, 0.06803,
 6.20000,2441.06384,-6.12937,9842.96253, 0.12630, 6.62251,-0.26089,393.72376, 6.62395,-0.00610, 0.02238,-0.00019,-0.04119, 0.11535,-0.01144, 0.99329, 0.36544,136.91641,1463.49741,2279.08520,-2.97973, 0.00875, 0.06803,
 6.30000,2480.43574,-6.32434,9842.96156, 0.12821, 6.62250,-0.26510,393.72385, 6.62394,-0.00600, 0.02548,-0.00022,-0.04235, 0.11535,-0.01144, 0.99328, 0.36544,136.91647,1463.49747,2279.08520,-2.97973, 0.00875, 0.06803,
 6.40000,2519.80763,-6.52228,9842.96059, 0.13038, 6.62249,-0.26942,393.72393, 6.62394,-0.00574, 0.02764,-0.00024,-0.04342, 0.11535,-0.01145, 0.99329, 0.36544,136.91653,1463.49752,2279.08520,-2.97973, 0.00875, 0.06803,
 6.50000,2559.17951,-6.72317,9842.95961, 0.13270, 6.62248,-0.27384,393.72401, 6.62393,-0.00535, 0.02883,-0.00025,-0.04436, 0.11535,-0.01147, 0.99329, 0.36544,136.91659,1463.49758,2279.08520,-2.97973, 0.00875, 0.06803,
 6.60000,2598.55139,-6.92701,9842.95863, 0.13508, 6.62246,-0.27834,393.72409, 6.62392,-0.00485, 0.02902,-0.00026,-0.04512, 0.11535,-0.01148, 0.99329, 0.36544,136.91666,1463.49763,2279.08520,-2.97973, 0.00875, 0.06803,
 6.70000,2637.92326,-7.13379,9842.95764, 0.13743, 6.62245,-0.28292,393.72417, 6.62391,-0.00428, 0.02828,-0.00027,-0.04567, 0.11535,-0.01151, 0.99329, 0.36544,136.91672,1463.49769,2279.08520,-2.97973, 0.00875, 0.06803,
 6.80000,2677.29512,-7.34351,9842.95665, 0.13965, 6.62243,-0.28753,393.72426, 6.62390,-0.00368, 0.02671,-0.00026,-0.04600, 0.11535,-0.01153, 0.99329, 0.36544,136.91678,1463.49775,2279.08520,-2.97973, 0.00875, 0.06803,
 6.90000,2716.66698,-7.55616,9842.95566, 0.14168, 6.62242,-0.29217,393.72434, 6.62390,-0.00307, 0.02442,-0.00026,-0.04609, 0.11535,-0.01155, 0.99329, 0.36544,136.91684,1463.49780,2279.08520,-2.97973, 0.00875, 0.06803,
 7.00000,2756.03883,-7.77173,9842.95466, 0.14345, 6.62240,-0.29681,393.72442, 6.62389,-0.00249, 0.02160,-0.00025,-0.04596, 0.11535,-0.01157, 0.99329, 0.36544,136.91690,1463.49786,2279.08520,-2.97973, 0.00875, 0.06803,
 7.10000,2795.41067,-7.99023,9842.95365, 0.14492, 6.62239,-0.30142,393.72450, 6.62388,-0.00196, 0.01841,-0.00023,-0.04563, 0.11535,-0.01159, 0.99329, 0.36544,136.91696,1463.49792,2279.08520,-2.97973, 0.00875, 0.06803,
 7.20000,2834.78250,-8.21165,9842.95264, 0.14607, 6.62238,-0.30599,393.72458, 6.62387,-0.00151, 0.01504,-0.00021,-0.04511, 0.11535,-0.01161, 0.99329, 0.36544,136.91702,1463.49797,2279.08520,-2.97973, 0.00875, 0.06803,
 7.30000,2874.15432,-8.43599,9842.95163, 0.14688, 6.62237,-0.31050,393.72466, 6.62387,-0.00116, 0.01167,-0.00019,-0.04446, 0.11535,-0.01162, 0.99329, 0.36544,136.91708,1463.49803,2279.08520,-2.97973, 0.00875, 0.06803,
 7.40000,2913.52613,-8.66325,9842.95062, 0.14738, 6.62236,-0.31493,393.72474, 6.62386,-0.00091, 0.00849,-0.00017,-0.04370, 0.11535,-0.01163, 0.99329, 0.36544,136.91714,1463.49809,2279.08520,-2.97973, 0.00875, 0.06803,
 7.50000,2952.89794,-8.89343,9842.94960, 0.14757, 6.62236,-0.31929,393.72482, 6.62386,-0.00078, 0.00563,-0.00015,-0.04288, 0.11535,-0.01164, 0.99329, 0.36544,136.91720,1463.49815,2279.08520,-2.97973, 0.00875, 0.06803,
 7.60000,2992.26974,-9.12654,9842.94858, 0.14752, 6.62235,-0.32357,393.72490, 6.62386,-0.00076, 0.00323,-0.00013,-0.04204, 0.11535,-0.01164, 0.99329, 0.36544,136.91726,1463.49820,2279.08520,-2.97973, 0.00875, 0.06803,
 7.70000,3031.64152,-9.36256,9842.94756, 0.14726, 6.62235,-0.32776,393.72498, 6.62386,-0.00085, 0.00137,-0.00011,-0.04123, 0.11535,-0.01163, 0.99329, 0.36544,136.91732,1463.49826,2279.08520,-2.97973, 0.00875, 0.06803,
 7.80000,3071.01330,-9.60150,9842.94654, 0.14686, 6.62235,-0.33187,393.72506, 6.62387,-0.00103, 0.00013,-0.00010,-0.04049, 0.11535,-0.01162, 0.99329, 0.36544,136.91738,1463.49832,2279.08520,-2.97973, 0.00875, 0.06803,
 7.90000,3110.38507,-9.84337,9842.94551, 0.14637, 6.62235,-0.33591,393.72514, 6.62387,-0.00130,-0.00048,-0.00008,-0.03984, 0.11535,-0.01161, 0.99329, 0.36544,136.91745,1463.49838,2279.08520,-2.97973, 0.00875, 0.06803,
